easting_kkj,northing_kkj,easting_etrs_exact,northing_etrs_exact,easting_etrs_interpolated,northing_etrs_interpolated,easting_interpolated_minus_exact,northing_interpolated_minus_exact
3461163.9166057,6977290.29322214,461008.373842951,6974366.75092543,461008.37514543,6974366.75027667,0.00130247924244031,-0.000648765824735165
3455316.07640241,6968463.39940493,455162.992482446,6965543.39704522,455162.992448871,6965543.39698275,-3.35751683451235e-05,-6.24656677246094e-05
3446412.83438214,6957996.85475026,446263.464829504,6955081.03515906,446263.464057582,6955081.03514618,-0.000771921884734184,-1.28885731101036e-05
3440570.9952825,6971067.0289413,440423.867157634,6968145.85918586,440423.869393516,6968145.85804893,0.00223588244989514,-0.00113693159073591
3436570.66774929,6967542.62048112,436425.196963175,6964622.85169296,436425.19665277,6964622.85136044,-0.000310405215714127,-0.000332514755427837
3457765.04813947,6974316.96348367,457610.913322637,6971394.60291827,457610.914641603,6971394.60219799,0.00131896539824083,-0.00072027649730444
3363160.26104497,6674585.58133439,363046.452068485,6671783.68460353,363046.449092662,6671783.68440219,-0.00297582283383235,-0.000201340764760971
3375285.95904548,6666414.07182175,375167.279419658,6663615.53623444,375167.275572898,6663615.53728695,-0.00384675920940936,0.00105250999331474
3359778.97700544,6677499.09869902,359666.523831383,6674696.00775296,359666.521894048,6674696.00755754,-0.00193733524065465,-0.000195415690541267
3358554.07365643,6675793.54261845,358442.122035408,6672991.13651989,358442.118436101,6672991.13682421,-0.00359930703416467,0.00030431617051363
3362734.58499181,6653381.53311904,362621.027953874,6650588.21642322,362621.018992511,6650588.2181918,-0.00896136311348528,0.0017685778439045
3375460.61520438,6680463.85255997,375341.812055919,6677659.63137294,375341.81431077,6677659.62949934,0.00225485081318766,-0.00187359750270844
3359285.34698979,6637584.85012251,359173.243701024,6634797.91149967,359173.237402682,6634797.91264258,-0.00629834219580516,0.00114290881901979
3377813.86249312,6672361.29859962,377694.138639921,6669560.3672212,377694.136685202,6669560.3674328,-0.00195471959887072,0.000211591832339764
3366938.89368682,6642198.52488753,366823.679314678,6639409.75298005,366823.675926526,6639409.75475288,-0.00338815222494304,0.00177283398807049
3363818.44210701,6680437.44703086,363704.345038538,6677633.18479583,363704.346403092,6677633.18342547,0.00136455317260697,-0.00137035734951496
3390185.00702848,6708120.20637808,390060.102526498,6705304.8948964,390060.10062551,6705304.89522926,-0.00190098758321255,0.000332863070070744
3387639.46820237,6715908.43927091,387515.535851202,6713089.93368992,387515.533647431,6713089.93360468,-0.00220377132063732,-8.52448865771294e-05
3391925.81211234,6717449.81924621,391800.129089647,6714630.7080208,391800.128292695,6714630.7080516,-0.000796952110249549,3.07941809296608e-05
3387270.78042138,6706019.59767428,387147.074343579,6703205.12776782,387147.071554744,6703205.12785455,-0.00278883468126878,8.67350026965141e-05
3382185.00625684,6719700.6847628,382063.257033915,6716880.60058946,382063.254265641,6716880.60047323,-0.00276827433845028,-0.000116225332021713
3390264.5126504,6705690.97543252,390139.594744006,6702876.65627043,390139.593196531,6702876.65662748,-0.00154747493797913,0.000357053242623806
3383852.17023934,6714656.41956422,383729.78388172,6711838.40424017,383729.780104123,6711838.4042198,-0.00377759675029665,-2.03764066100121e-05
3382646.88265868,6717681.32983206,382524.961746524,6714862.07273746,382524.958369962,6714862.07267748,-0.00337656174087897,-5.99874183535576e-05
3390997.52163749,6709828.56887505,390872.27429326,6707012.56434731,390872.272547775,6707012.56472685,-0.0017454854096286,0.000379539094865322
3389160.62438715,6719037.95554265,389036.050714755,6716218.18056505,389036.04975531,6716218.18031006,-0.000959445838816464,-0.000254991464316845
3535548.84194826,6912428.91646923,535363.65973146,6909532.15231261,535363.659919344,6909532.15208383,0.000187883269973099,-0.000228781253099442
3560291.65748359,6919271.34665893,560096.397574762,6916371.98647164,560096.394664601,6916371.98650484,-0.00291016139090061,3.3203512430191e-05
3559145.23185073,6906579.8543829,558950.50000857,6903685.62836507,558950.499256223,6903685.62746964,-0.000752347405068576,-0.0008954256772995
3553882.31288684,6910749.78771205,553689.696830122,6907853.83460118,553689.696318614,6907853.83323368,-0.000511508202180266,-0.00136750191450119
3551969.57388949,6917792.0031469,551777.699485213,6914893.1830338,551777.699747913,6914893.18201184,0.000262699322775006,-0.00102196168154478
3541657.10780008,6916805.72905803,541469.424423689,6913907.23504806,541469.426289429,6913907.23430964,0.00186574028339237,-0.000738414004445076
3556019.8652259,6910157.61911247,555826.384394504,6907261.92117484,555826.383475376,6907261.92002742,-0.000919127720408142,-0.00114741921424866
3556852.59339724,6915211.93954117,556658.749566712,6912314.19962905,556658.747976202,6912314.19894011,-0.00159051083028316,-0.000688941217958927
3546938.38538722,6908662.38749078,546748.598401782,6905767.23065129,546748.598868914,6905767.22871596,0.000467132544144988,-0.00193532928824425
3559380.61688345,6922257.28413696,559185.712044161,6919356.70761211,559185.710051744,6919356.70753505,-0.00199241749942303,-7.70566985011101e-05
3443944.27489604,6753536.11136635,443797.230926663,6750702.86459593,443797.23236969,6750702.8636777,0.00144302763510495,-0.00091822724789381
3451477.44178657,6759238.22506504,451327.315982627,6756402.81030248,451327.316929899,6756402.80987628,0.00094727159012109,-0.000426201149821281
3449409.39746413,6760476.14923258,449260.1141867,6757640.2137685,449260.116028168,6757640.21313189,0.00184146862011403,-0.000636614859104156
3442973.90988167,6754381.48107898,442827.260909812,6751547.88469483,442827.262496495,6751547.88378345,0.00158668280346319,-0.000911380164325237
3434411.16503186,6755148.55767613,434268.010008822,6752314.54027418,434268.011101232,6752314.53975127,0.00109240994788706,-0.000522908754646778
3452288.47640455,6758599.97087911,452138.020374582,6755764.8211342,452138.020956076,6755764.82080449,0.000581493834033608,-0.000329701229929924
3448483.30424458,6757767.64013654,448334.402350895,6754932.77030008,448334.40384243,6754932.76962948,0.00149153533857316,-0.000670596025884151
3450260.51926946,6756242.95319447,450110.893911685,6753408.71427825,450110.894783409,6753408.71375043,0.000871724099852145,-0.000527819618582726
3446113.16888119,6755753.01227721,445965.236891496,6752918.91235642,445965.238457754,6752918.91154609,0.00156625767704099,-0.000810328871011734
3444998.07395106,6758732.64981647,444850.593354879,6755897.34876833,444850.595699128,6755897.34792282,0.00234424957307056,-0.000845511443912983
3568366.16530588,6750400.63437961,568168.836579455,6747569.84610512,568168.83716471,6747569.84546964,0.000585254863835871,-0.000635474920272827
3547139.9682555,6757235.17773005,546951.208769309,6754401.41798099,546951.207104762,6754401.41786808,-0.00166454736609012,-0.000112901441752911
3553547.09161652,6743039.46796362,553355.86243809,6740211.52497353,553355.86303589,6740211.52451736,0.000597799313254654,-0.000456164591014385
3564448.48763447,6747915.15153421,564252.77662761,6745085.33419959,564252.777970775,6745085.33345304,0.00134316505864263,-0.000746547244489193
3550129.39150422,6759943.52177467,549939.389777284,6757108.69196632,549939.38954039,6757108.69100462,-0.000236894120462239,-0.000961700454354286
3571114.5075872,6751163.71597717,570916.053442919,6748332.64417642,570916.053562146,6748332.64382237,0.000119226868264377,-0.00035405345261097
3559533.23081103,6755852.12569735,559339.442904289,6753019.04358661,559339.442783893,6753019.04196792,-0.000120396027341485,-0.00161868892610073
3565997.47739474,6750690.45573367,565801.109489984,6747859.52761091,565801.110055813,6747859.52670636,0.000565828289836645,-0.000904547981917858
3553460.1323775,6746771.8564043,553268.902603695,6743942.3991085,553268.902208422,6743942.39855022,-0.000395273324102163,-0.000558274798095226
3552732.12107123,6744915.86586533,552541.205349916,6742087.15431327,552541.205124594,6742087.1538825,-0.000225321738980711,-0.000430770218372345
3531859.84795339,6850642.36881867,531676.602442846,6847770.57460073,531676.599076869,6847770.5740574,-0.00336597755085677,-0.000543331727385521
3541531.20885239,6844178.94038266,541344.106117897,6841309.81200702,541344.104120812,6841309.81147504,-0.00199708447325975,-0.000531977973878384
3528724.05000007,6857970.2098632,528542.02157378,6855095.43526664,528542.02180378,6855095.43465691,0.000229999190196395,-0.000609727576375008
3528421.02185258,6857012.82148822,528239.121723649,6854138.43245786,528239.12112016,6854138.43202182,-0.000603488995693624,-0.000436042435467243
3544291.94099932,6841774.75557165,544103.74079052,6838906.61431486,544103.739563106,6838906.61420039,-0.00122741376981139,-0.000114462338387966
3549780.94475935,6851662.62806175,549590.468410707,6848790.51734554,549590.468521489,6848790.51672196,0.000110782333649695,-0.000623582862317562
3546259.34226019,6846162.97468983,546070.320808632,6843293.06928107,546070.319981823,6843293.06893375,-0.000826808740384877,-0.000347324647009373
3531113.7331408,6851801.49140669,530930.780965795,6848929.22440919,530930.777911431,6848929.2238927,-0.00305436353664845,-0.000516490079462528
3533717.06041514,6849253.31942715,533533.075142041,6846382.09693622,533533.071835165,6846382.09625318,-0.00330687558744103,-0.00068303756415844
3544779.18701593,6852507.56530385,544590.721538994,6849635.08604725,544590.721695742,6849635.08472227,0.000156747875735164,-0.00132498145103455
3579731.8606254,6820623.87335437,579529.503611321,6817764.57232087,579529.50392432,6817764.57188242,0.000312999356538057,-0.000438450835645199
3567718.23410738,6816431.45884332,567520.745550919,6813573.70354473,567520.746086908,6813573.70325089,0.000535989063791931,-0.000293835066258907
3582762.28034193,6819909.53426869,582558.698305368,6817050.55583055,582558.698259796,6817050.55544943,-4.55718254670501e-05,-0.000381124205887318
3570927.96734854,6818087.24422347,570729.177146218,6815228.86053645,570729.178018921,6815228.86008422,0.000872703269124031,-0.000452235341072083
3569161.10191816,6816452.30702784,568963.029475072,6813594.56017457,568963.030293952,6813594.55967109,0.000818879925645888,-0.000503475777804852
3584309.37692013,6815609.71806225,584105.176231273,6812752.48671205,584105.177462316,6812752.4858345,0.00123104325029999,-0.000877542421221733
3576421.95216726,6817698.87520047,576220.939511306,6814840.71176326,576220.94071308,6814840.71088713,0.00120177329517901,-0.000876128673553467
3569559.063689,6816167.51347391,569360.830700656,6813309.88578351,569360.83163086,6813309.88517879,0.000930204172618687,-0.000604729168117046
3577744.98355821,6815966.49521736,577543.438513827,6813109.04383644,577543.440166164,6813109.04267046,0.00165233726147562,-0.00116598233580589
3574874.34272499,6816417.99839368,574673.958499961,6813560.33197262,574673.959976417,6813560.33094459,0.00147645547986031,-0.00102803111076355
3526006.79185696,6944789.96030463,525825.239780263,6941879.9948911,525825.23914208,6941879.99497389,-0.000638183089904487,8.27964395284653e-05
3528563.92617637,6950631.75694127,528381.282256271,6947719.46406144,528381.281374307,6947719.46432286,-0.000881963758729398,0.000261414796113968
3528107.04997574,6950116.56600011,527924.596611434,6947204.47835293,527924.595792599,6947204.47859333,-0.000818834989331663,0.000240402296185493
3531701.26066879,6958093.9105618,531517.274649568,6955178.64462376,531517.274446003,6955178.64470254,-0.000203565461561084,7.87796452641487e-05
3527041.60079654,6946898.51428603,526859.609063055,6943987.70880389,526859.608240551,6943987.70899149,-0.000822503818199039,0.000187600031495094
3524285.5666814,6946266.08456561,524104.70327293,6943355.53075623,524104.702902925,6943355.53077713,-0.000370005087461323,2.08942219614983e-05
3526719.60746326,6949261.73370264,526537.726708785,6946349.9865129,526537.726147969,6946349.98667795,-0.000560816610231996,0.00016504805535078
3527202.5201155,6941889.69442724,527020.505659751,6938980.88482236,527020.505173685,6938980.88494046,-0.000486065517179668,0.00011809729039669
3529656.99585101,6955335.8876211,529473.866335378,6952421.72042359,529473.866135469,6952421.72056522,-0.000199909205548465,0.000141628086566925
3529034.38710958,6952876.82948264,528851.532302339,6949963.64206813,528851.531683282,6949963.64228946,-0.000619057449512184,0.000221330672502518
3554541.52529355,6759344.70997114,554349.735603649,6756510.16284603,554349.735664193,6756510.16135976,6.05437671765685e-05,-0.00148626603186131
3569861.16869977,6756160.12001183,569663.182865128,6753327.00076696,569663.181683227,6753327.00054935,-0.0011819003848359,-0.000217610038816929
3556261.89083542,6764941.84104608,556069.357701811,6762105.02540913,556069.358943319,6762105.02463461,0.00124150840565562,-0.000774525105953217
3567590.63241583,6754417.37775814,567393.582631107,6751584.95024419,567393.582254085,6751584.94931625,-0.000377022544853389,-0.000927943736314774
3553190.79739384,6761673.96008939,552999.537631374,6758838.45152832,552999.538091576,6758838.45042783,0.000460202223621309,-0.00110049173235893
3561271.57543481,6756677.99401449,561077.073865276,6753844.59124559,561077.073756964,6753844.58964624,-0.000108312116935849,-0.00159935373812914
3561312.67804636,6762780.30637462,561118.110975033,6759944.4149048,561118.111115036,6759944.41405584,0.000140002812258899,-0.000848958268761635
3552554.04875281,6761898.20775763,552363.045793185,6759062.60237019,552363.046291783,6759062.60133647,0.00049859844148159,-0.0010337233543396
3552760.14628979,6764071.20072633,552569.042249168,6761234.71074034,552569.043386528,6761234.70999296,0.00113736046478152,-0.000747385434806347
3571156.6320462,6752008.34100652,570958.153305627,6749176.92611624,570958.153131987,6749176.92574502,-0.000173640088178217,-0.000371215865015984
3606724.94372978,6820597.55310488,606511.623487646,6817738.51457773,606511.622343566,6817738.51457437,-0.00114408030640334,-3.35555523633957e-06
3607910.09806519,6824628.12106913,607696.267931777,6821767.44080412,607696.267318221,6821767.44059162,-0.000613555777817965,-0.000212500803172588
3611407.53861088,6816005.40778011,611192.32729023,6813148.28114926,611192.327361635,6813148.28109072,7.14048510417342e-05,-5.85326924920082e-05
3604662.03560755,6825666.30741771,604449.530139756,6822805.17988317,604449.52936538,6822805.17993933,-0.000774375861510634,5.61624765396118e-05
3609490.79664068,6820223.14638944,609276.345325332,6817364.28010967,609276.344619502,6817364.27997464,-0.000705830287188292,-0.000135038979351521
3606478.19455069,6816434.3525766,606265.000480359,6813577.01652132,606264.999424207,6813577.01657422,-0.00105615227948874,5.29047101736069e-05
3607253.89608558,6816021.06080333,607040.386654421,6813163.89925024,607040.385843995,6813163.89926043,-0.000810425612144172,1.01886689662933e-05
3609318.79483841,6814195.223438,609104.450293199,6811338.82344931,609104.450318703,6811338.82339841,2.55033373832703e-05,-5.09051606059074e-05
3606112.87277553,6816906.39404686,605899.825556385,6814048.86225803,605899.824362842,6814048.86233485,-0.00119354284834117,7.68192112445831e-05
3612828.89761878,6819024.99378388,612613.085706989,6816166.6408724,612613.085473078,6816166.64076939,-0.000233911210671067,-0.000103010796010494
3642078.40150049,6921095.82228122,641850.022877814,6918196.28385627,641850.018653575,6918196.2841088,-0.00422423845157027,0.000252536498010159
3635790.15663188,6900125.25460429,635564.454872916,6897234.1664995,635564.453291848,6897234.1653635,-0.00158106791786849,-0.00113599933683872
3634369.76003332,6904038.98747392,634144.605981137,6901146.30080699,634144.604070404,6901146.29974401,-0.00191073282621801,-0.00106297247111797
3622746.19173544,6909024.54326661,622525.697761554,6906129.73898121,622525.699154608,6906129.73837378,0.00139305402990431,-0.000607437454164028
3624392.58801553,6901359.77001718,624171.479782748,6898468.08700259,624171.479809654,6898468.0855653,2.6906724087894e-05,-0.00143728405237198
3622472.38851529,6904551.3695979,622252.034533425,6901658.37666701,622252.03493149,6901658.37572059,0.000398065429180861,-0.000946415588259697
3638789.84166957,6909806.44776889,638562.865087188,6906911.45932175,638562.861079797,6906911.45907964,-0.00400739151518792,-0.000242113135755062
3640429.67513169,6918584.26030279,640201.978699121,6915685.72652278,640201.974964335,6915685.72654887,-0.00373478606343269,2.60919332504272e-05
3639902.51602743,6920855.22665257,639675.017480316,6917955.76775727,639675.014890969,6917955.76764066,-0.00258934695739299,-0.000116612762212753
3635460.36998981,6917408.94615315,635234.687600935,6914510.8477467,635234.686809111,6914510.84715865,-0.000791824539192021,-0.000588050112128258
3509696.15368045,6967278.87657893,509521.036057814,6964359.75184633,509521.028603388,6964359.74994058,-0.00745442643528804,-0.00190575886517763
3506806.00626752,6975817.74471059,506631.991458395,6972895.15279063,506631.986568587,6972895.15166216,-0.00488980888621882,-0.00112847797572613
3478868.52007374,6972025.62970202,478705.844076538,6969104.34439105,478705.840886018,6969104.33854314,-0.00319052051054314,-0.00584790762513876
3499476.62405137,6982288.7674832,499305.525296146,6979363.50701165,499305.527409875,6979363.50508998,0.00211372866760939,-0.00192167051136494
3501562.04604585,6978200.94374785,501390.135245521,6975277.34872772,501390.133800488,6975277.34643884,-0.00144503265619278,-0.00228887796401978
3481612.53340427,6974616.58531603,481448.726275873,6971694.27684735,481448.725479457,6971694.27160878,-0.000796416017692536,-0.00523856934159994
3492822.54062317,6965658.6708258,492654.266120946,6962740.06495421,492654.261685929,6962740.05736512,-0.0044350172393024,-0.00758909340947866
3501563.0309231,6974497.24318097,501391.148832482,6971575.14204452,501391.145634897,6971575.138901,-0.00319758529076353,-0.00314351823180914
3504488.55111813,6982263.68296965,504315.423747357,6979338.47260877,504315.423328414,6979338.47199101,-0.000418942712713033,-0.000617762096226215
3515836.63807493,6959890.00770688,515659.092874185,6956973.91224931,515659.084920225,6956973.91166863,-0.00795396009925753,-0.000580688938498497
3598733.16820877,6977582.79224077,598521.997358582,6974660.08543975,598521.985257689,6974660.08770439,-0.0121008922578767,0.00226464495062828
3611072.72859732,7003570.03516867,610856.360436857,7000636.84521075,610856.358189605,7000636.84468372,-0.00224725261796266,-0.000527025200426579
3598329.52782811,6965932.59648721,598118.602645928,6963014.61315165,598118.596519337,6963014.61439308,-0.00612659053876996,0.00124143250286579
3613664.80080358,6988623.90169673,613447.483830007,6985696.78595721,613447.481482531,6985696.78633537,-0.00234747631475329,0.000378160737454891
3611390.96709501,6991896.8000908,611174.551365233,6988968.34629617,611174.547227012,6988968.34662254,-0.00413822138216347,0.000326367095112801
3610676.86083906,6998632.81000414,610460.688160996,6995701.62075486,610460.684224839,6995701.62071695,-0.00393615779466927,-3.79141420125961e-05
3607896.51440538,6976538.40071191,607681.6265431,6973616.16008041,607681.624446791,6973616.16083626,-0.00209630862809718,0.000755849294364452
3604814.08524543,7004031.09584354,604600.257603044,7001097.68980806,604600.253107774,7001097.69046106,-0.00449527031742036,0.000653005205094814
3596670.52468664,6958409.49955724,596460.326487432,6955494.55989748,596460.324733658,6955494.56038619,-0.0017537745879963,0.000488716177642345
